"GEOID","estimate"
"91316",30499
"91320",44968
"91321",34014
"91324",29670
"91325",34575
"91326",36339
"91330",3257
"91331",105458
"91335",81824
"91340",36156
"91342",94595
"91343",66743
"91344",53613
"91345",19145
"91350",36173
"91351",32711
"91352",47076
"91354",32544
"91355",30526
"91356",29822
"91360",43121
"91361",20258
"91362",36604
"91364",27971
"91367",45970
"91371",0
"91377",13853
"91381",19390
"91384",29212
"91387",42034
"91390",19168
"91401",39755
"91402",72059
"91403",25156
"91405",55506
"91406",54890
"91411",26111
"91423",33172
"91436",15292
"91501",20511
"91502",10708
"91504",26749
"91505",30902
"91506",18591
"91601",36841
"91602",19672
"91604",32910
"91605",53113
"91606",44295
"91607",30611
"91608",21
"91701",39461
"91702",62066
"91706",76930
"91708",4009
"91709",80701
"91710",91773
"91711",36777
"91722",34631
"91723",18521
"91724",26717
"91730",72407
"91731",30222
"91732",62905
"91733",45365
"91737",25154
"91739",39875
"91740",25877
"91741",26794
"91744",85421
"91745",55202
"91746",29709
"91748",47079
"91750",34129
"91752",35694
"91754",33636
"91755",26803
"91759",307
"91761",61425
"91762",61718
"91763",38863
"91764",56677
"91765",46593
"91766",72348
"91767",50606
"91768",35191
"91770",62703
"91773",34007
"91775",25004
"91776",38664
"91780",35133
"91784",26090
"91786",53697
"91789",44440
"91790",45444
"91791",33397
"91792",29619
"91801",54768
"91803",29567
"91901",18162
"91902",18896
"91905",1472
"91906",4428
"91910",74855
"91911",84026
"91913",54114
"91914",17379
"91915",33485
"91916",1939
"91917",986
"91931",613
"91932",26492
"91934",323
"91935",8550
"91941",31918
"91942",40151
"91945",27236
"91948",130
"91950",62859
"91962",2106
"91963",1182
"91977",64750
"91978",10506
"91980",0
"92003",5160
"92004",2299
"92007",11417
"92008",27151
"92009",46612
"92010",16346
"92011",24144
"92014",13568
"92019",43272
"92020",59743
"92021",70148
"92024",51381
"92025",52985
"92026",50321
"92027",56788
"92028",48173
"92029",19382
"92036",2593
"92037",38168
"92040",46306
"92054",41807
"92055",11765
"92056",52337
"92057",60414
"92058",46029
"92059",1464
"92060",166
"92061",2660
"92064",49805
"92065",37505
"92066",693
"92067",7724
"92069",50376
"92070",786
"92071",57710
"92075",12752
"92078",50510
"92081",29596
"92082",18705
"92083",39509
"92084",51619
"92086",1543
"92091",1313
"92101",41159
"92102",44010
"92103",34700
"92104",45435
"92105",73623
"92106",20155
"92107",31223
"92108",22280
"92109",47111
"92110",30108
"92111",50693
"92113",58408
"92114",68851
"92115",64343
"92116",33408
"92117",56983
"92118",22548
"92119",24831
"92120",30550
"92121",4729
"92122",48071
"92123",32473
"92124",32600
"92126",82658
"92127",49935
"92128",51357
"92129",54762
"92130",56134
"92131",34727
"92132",0
"92134",285
"92135",635
"92139",36105
"92140",3737
"92145",1883
"92147",518
"92154",88979
"92155",456
"92173",31000
"92201",65726
"92203",31140
"92210",5138
"92211",25056
"92220",33525
"92222",0
"92223",55580
"92225",22460
"92227",27189
"92230",2705
"92231",40064
"92233",7509
"92234",54357
"92236",45477
"92239",227
"92240",35278
"92241",7699
"92242",1312
"92243",50402
"92249",7861
"92250",8655
"92251",23970
"92252",9351
"92253",40929
"92254",9779
"92256",3100
"92257",1281
"92258",559
"92259",121
"92260",34660
"92262",28618
"92264",20072
"92266",112
"92267",6
"92268",455
"92270",18193
"92273",2010
"92274",15317
"92275",2632
"92276",6748
"92277",23172
"92278",4890
"92280",0
"92281",2591
"92282",1372
"92283",1684
"92284",26182
"92285",2430
"92301",34250
"92304",23
"92305",657
"92307",39149
"92308",42207
"92309",572
"92310",9872
"92311",33454
"92313",12547
"92314",11385
"92315",5247
"92316",28704
"92320",8753
"92321",1042
"92322",672
"92324",59972
"92325",7948
"92327",737
"92328",438
"92332",97
"92333",392
"92335",99306
"92336",98346
"92337",39240
"92338",0
"92339",1077
"92341",222
"92342",6737
"92344",23349
"92345",82110
"92346",63857
"92347",702
"92352",5578
"92354",22050
"92356",6573
"92358",722
"92359",9170
"92363",5348
"92364",6
"92365",2733
"92368",1019
"92371",18269
"92372",6071
"92373",33353
"92374",43391
"92376",86085
"92377",20476
"92378",234
"92382",4462
"92384",17
"92385",216
"92386",2248
"92389",168
"92391",1959
"92392",58393
"92394",34915
"92395",43908
"92397",4562
"92398",2195
"92399",54268
"92401",2257
"92404",62915
"92405",30112
"92407",68545
"92408",13635
"92410",45052
"92411",25650
"92501",21590
"92503",95551
"92504",59896
"92505",53282
"92506",46241
"92507",59152
"92508",38428
"92509",81383
"92518",1021
"92530",58184
"92532",25923
"92536",3076
"92539",4557
"92543",38314
"92544",49923
"92545",41879
"92548",7859
"92549",2517
"92551",34011
"92553",76102
"92555",44452
"92557",53406
"92561",1462
"92562",64286
"92563",69469
"92567",10648
"92570",60686
"92571",57622
"92582",17219
"92583",32697
"92584",54235
"92585",21907
"92586",19472
"92587",17237
"92590",5154
"92591",41609
"92592",84930
"92595",33649
"92596",32256
"92602",23238
"92603",19558
"92604",28990
"92606",26171
"92610",16360
"92612",33234
"92614",27187
"92617",17197
"92618",48997
"92620",52569
"92624",6372
"92625",12394
"92626",50605
"92627",63161
"92629",26877
"92630",59403
"92637",16053
"92646",55870
"92647",62199
"92648",46228
"92649",35278
"92651",24800
"92653",30012
"92655",8382
"92656",52268
"92657",9802
"92660",35446
"92661",3445
"92662",2519
"92663",21951
"92672",34218
"92673",30768
"92675",38803
"92676",2068
"92677",66314
"92678",584
"92679",32657
"92683",91105
"92688",44832
"92691",50839
"92692",46800
"92694",29570
"92701",55058
"92703",69112
"92704",88321
"92705",47298
"92706",35748
"92707",60831
"92708",56953
"92780",59499
"92782",23084
"92801",66594
"92802",42016
"92804",89915
"92805",74478
"92806",39442
"92807",35687
"92808",20483
"92821",37712
"92823",4872
"92831",37359
"92832",25837
"92833",52435
"92835",23528
"92840",54735
"92841",33754
"92843",46873
"92844",23189
"92845",16273
"92860",26849
"92861",5822
"92865",20664
"92866",15574
"92867",44655
"92868",27072
"92869",36846
"92870",53600
"92879",47872
"92880",69656
"92881",33531
"92882",73250
"92883",35933
"92886",50784
"92887",20012
"93001",32396
"93003",51629
"93004",31525
"93010",46063
"93012",36052
"93013",16652
"93015",17989
"93021",38581
"93022",7179
"93023",19895
"93030",58422
"93033",84701
"93035",29354
"93036",48162
"93040",1827
"93041",24208
"93042",118
"93043",144
"93060",33773
"93063",56458
"93064",0
"93065",71832
"93066",3220
"93067",410
"93101",31371
"93103",20538
"93105",28545
"93108",10401
"93109",10771
"93110",16849
"93111",17329
"93117",58546
"93201",1580
"93202",4273
"93203",22662
"93204",12961
"93205",2030
"93206",1704
"93207",256
"93208",106
"93210",18336
"93212",23357
"93215",54958
"93218",871
"93219",10285
"93220",65
"93221",14129
"93222",1583
"93223",10716
"93224",471
"93225",4782
"93226",121
"93230",67605
"93234",7355
"93235",4215
"93238",673
"93239",1246
"93240",6327
"93241",16397
"93242",3474
"93243",1532
"93244",308
"93245",38480
"93247",18234
"93249",1875
"93250",16191
"93251",202
"93252",2488
"93254",786
"93255",691
"93256",5431
"93257",76519
"93258",1952
"93260",226
"93261",2434
"93262",53
"93263",22210
"93265",3379
"93266",1337
"93267",6788
"93268",18731
"93270",5367
"93271",2479
"93272",4707
"93274",74000
"93276",144
"93277",52271
"93280",28138
"93283",2261
"93285",2477
"93286",9906
"93287",72
"93291",59270
"93292",42031
"93301",12325
"93304",49115
"93305",37902
"93306",72280
"93307",86832
"93308",53981
"93309",58538
"93311",45481
"93312",61628
"93313",55221
"93314",28963
"93401",28854
"93402",16562
"93405",35898
"93410",0
"93420",30740
"93422",33466
"93424",795
"93426",1568
"93427",6200
"93428",5859
"93429",144
"93430",2847
"93432",1503
"93433",13535
"93434",7451
"93436",56323
"93437",3387
"93440",1659
"93441",922
"93442",10917
"93444",21331
"93445",7106
"93446",44636
"93449",8180
"93450",767
"93451",4477
"93452",658
"93453",2578
"93454",40432
"93455",46175
"93458",57256
"93460",5284
"93461",1349
"93463",7911
"93465",9202
"93501",4802
"93505",13774
"93510",7644
"93512",328
"93513",1621
"93514",14175
"93516",2244
"93517",641
"93518",814
"93519",0
"93522",100
"93523",3556
"93524",165
"93526",629
"93527",1559
"93528",119
"93529",390
"93530",10
"93531",338
"93532",2683
"93534",39367
"93535",74264
"93536",70237
"93541",244
"93543",14392
"93544",1164
"93545",1821
"93546",9591
"93549",293
"93550",77506
"93551",50601
"93552",39905
"93553",1709
"93554",125
"93555",33833
"93558",26
"93560",21756
"93561",34979
"93562",1771
"93563",357
"93591",6744
"93592",115
"93601",1674
"93602",3530
"93603",175
"93604",541
"93605",198
"93606",1035
"93608",1280
"93609",5177
"93610",22724
"93611",49053
"93612",35140
"93614",11982
"93615",6347
"93616",2582
"93618",31470
"93619",39473
"93620",8906
"93621",136
"93622",10335
"93623",114
"93624",871
"93625",8059
"93626",2427
"93627",247
"93628",83
"93630",20764
"93631",16282
"93633",0
"93634",22
"93635",41180
"93636",13255
"93637",41108
"93638",49932
"93640",12920
"93641",223
"93643",2783
"93644",9055
"93645",148
"93646",11738
"93647",11407
"93648",16087
"93650",3173
"93651",1798
"93652",540
"93653",1377
"93654",30373
"93656",5806
"93657",35666
"93660",4090
"93662",30725
"93664",380
"93665",752
"93666",866
"93667",2405
"93668",1219
"93669",238
"93673",754
"93675",3905
"93701",10166
"93702",43601
"93703",32754
"93704",29740
"93705",36808
"93706",40586
"93710",33448
"93711",38007
"93720",47081
"93721",7650
"93722",84621
"93723",13936
"93725",27214
"93726",42824
"93727",84449
"93728",16574
"93730",12770
"93901",28194
"93905",60531
"93906",64348
"93907",23299
"93908",12398
"93920",1545
"93921",3316
"93923",12837
"93924",6514
"93925",2073
"93926",9171
"93927",18812
"93928",854
"93930",17067
"93932",709
"93933",25442
"93940",32236
"93943",0
"93950",15547
"93953",4028
"93954",551
"93955",34566
"93960",26966
"93962",414
"94002",27155
"94005",4697
"94010",42760
"94014",49170
"94015",65041
"94019",20512
"94020",1697
"94021",511
"94022",19406
"94024",23675
"94025",43392
"94027",7415
"94028",7125
"94030",22625
"94037",2504
"94038",3450
"94040",36526
"94041",14572
"94043",31161
"94044",38984
"94060",926
"94061",39023
"94062",28423
"94063",34867
"94065",12461
"94066",43101
"94070",31074
"94074",170
"94080",67600
"94085",23223
"94086",50477
"94087",56668
"94089",22882
"94102",31392
"94103",30703
"94104",429
"94105",10916
"94107",31461
"94108",14143
"94109",57302
"94110",72380
"94111",3611
"94112",84707
"94114",34918
"94115",34604
"94116",47346
"94117",44650
"94118",42095
"94121",43616
"94122",62128
"94123",25890
"94124",35747
"94127",21151
"94128",146
"94129",4136
"94130",3008
"94131",29523
"94132",31436
"94133",26796
"94134",42418
"94158",8455
"94301",16582
"94303",48244
"94304",3852
"94305",16397
"94306",27435
"94401",36001
"94402",25703
"94403",44408
"94404",36985
"94501",63821
"94502",14701
"94503",20276
"94505",16382
"94506",25240
"94507",15105
"94508",3935
"94509",68166
"94510",28350
"94511",2161
"94512",16
"94513",64313
"94514",1475
"94515",7491
"94516",103
"94517",13687
"94518",28734
"94519",20041
"94520",38753
"94521",43281
"94523",35005
"94525",3290
"94526",33135
"94528",384
"94530",26145
"94531",43022
"94533",75909
"94534",39239
"94535",3842
"94536",74837
"94538",67474
"94539",54982
"94541",65928
"94542",14699
"94544",79747
"94545",32724
"94546",44378
"94547",25616
"94548",377
"94549",29795
"94550",50374
"94551",47227
"94552",14938
"94553",49784
"94555",38478
"94556",16428
"94558",68315
"94559",27593
"94560",47171
"94561",42473
"94563",19644
"94564",19260
"94565",97671
"94566",45893
"94567",658
"94568",55608
"94569",180
"94571",10605
"94572",10384
"94573",36
"94574",8757
"94575",1178
"94576",105
"94577",47682
"94578",41865
"94579",21883
"94580",30488
"94582",42576
"94583",35231
"94585",29525
"94586",831
"94587",74722
"94588",37253
"94589",31536
"94590",37280
"94591",55157
"94592",952
"94595",18117
"94596",21700
"94597",23108
"94598",27831
"94599",3108
"94601",53039
"94602",30162
"94603",35862
"94605",43399
"94606",38220
"94607",26823
"94608",31013
"94609",23726
"94610",31936
"94611",38975
"94612",15785
"94613",855
"94618",17252
"94619",24112
"94621",35035
"94702",16860
"94703",21697
"94704",29597
"94705",13527
"94706",21218
"94707",11767
"94708",11394
"94709",11951
"94710",7893
"94720",2845
"94801",31210
"94803",25893
"94804",40931
"94805",14188
"94806",64286
"94850",0
"94901",41713
"94903",30427
"94904",12994
"94920",12740
"94922",1075
"94923",808
"94924",1127
"94925",9838
"94928",44323
"94929",254
"94930",8728
"94931",8926
"94933",837
"94937",742
"94938",920
"94939",6747
"94940",287
"94941",32009
"94945",19043
"94946",658
"94947",25867
"94949",18695
"94950",123
"94951",4574
"94952",35503
"94954",38763
"94956",1146
"94957",1219
"94960",15868
"94963",404
"94964",3155
"94965",11394
"94970",698
"94971",226
"94972",25
"94973",1228
"95002",2348
"95003",25185
"95004",4218
"95005",7661
"95006",9632
"95007",374
"95008",46352
"95010",8856
"95012",10780
"95013",85
"95014",61866
"95017",681
"95018",6841
"95019",7368
"95020",64833
"95023",53423
"95030",13481
"95032",26047
"95033",9511
"95035",79655
"95037",51994
"95039",1074
"95041",436
"95043",731
"95045",4217
"95046",5918
"95050",38699
"95051",59851
"95053",3862
"95054",24524
"95060",47801
"95062",36737
"95064",10486
"95065",8491
"95066",15341
"95070",31196
"95073",11013
"95075",459
"95076",86905
"95110",19928
"95111",61830
"95112",62228
"95113",2107
"95116",55825
"95117",30369
"95118",32421
"95119",10027
"95120",38122
"95121",37531
"95122",56121
"95123",68766
"95124",51455
"95125",53155
"95126",36206
"95127",66256
"95128",36975
"95129",39741
"95130",14660
"95131",31236
"95132",41790
"95133",28565
"95134",29349
"95135",22015
"95136",47476
"95138",20674
"95139",7363
"95140",102
"95148",48273
"95202",6066
"95203",15487
"95204",28667
"95205",38350
"95206",64250
"95207",52269
"95209",44980
"95210",41509
"95211",1624
"95212",29426
"95215",24326
"95219",29270
"95220",7576
"95222",5029
"95223",2666
"95224",167
"95225",378
"95226",0
"95227",654
"95228",4541
"95230",840
"95231",5165
"95232",161
"95233",548
"95234",0
"95236",4199
"95237",3639
"95240",48799
"95242",26409
"95245",1717
"95246",1159
"95247",4024
"95248",106
"95249",5444
"95250",0
"95251",625
"95252",16262
"95254",1035
"95255",1289
"95257",407
"95258",3599
"95301",39186
"95303",1110
"95304",14282
"95305",0
"95306",654
"95307",46283
"95310",1874
"95311",1893
"95312",276
"95313",1305
"95314",95
"95315",14520
"95316",7022
"95317",1203
"95318",220
"95319",1745
"95320",12822
"95321",3541
"95322",10373
"95323",1299
"95324",8380
"95325",78
"95326",10147
"95327",7918
"95328",4480
"95329",2570
"95330",22760
"95333",2539
"95334",17057
"95335",153
"95336",47855
"95337",39177
"95338",10827
"95340",35827
"95341",33090
"95345",802
"95346",1251
"95348",34002
"95350",54210
"95351",48542
"95354",24923
"95355",59621
"95356",32622
"95357",11765
"95358",32524
"95360",13278
"95361",35308
"95363",27908
"95364",0
"95365",4775
"95366",17909
"95367",25072
"95368",14041
"95369",1024
"95370",28096
"95372",2056
"95374",1682
"95375",5
"95376",55655
"95377",32091
"95379",4003
"95380",42866
"95382",38700
"95383",3611
"95385",415
"95386",10557
"95387",636
"95388",14116
"95389",1417
"95391",20131
"95401",38839
"95403",45096
"95404",40497
"95405",21082
"95407",42026
"95409",27186
"95410",997
"95412",397
"95415",1388
"95417",356
"95420",523
"95421",1808
"95422",15696
"95423",3751
"95425",10984
"95426",1350
"95427",226
"95428",2580
"95429",116
"95430",7
"95431",161
"95432",706
"95435",299
"95436",6240
"95437",14859
"95439",728
"95441",1797
"95442",3213
"95443",193
"95444",705
"95445",2257
"95446",5168
"95448",17407
"95449",1560
"95450",227
"95451",11603
"95452",919
"95453",11369
"95454",2107
"95456",838
"95457",3227
"95458",2960
"95459",641
"95460",2508
"95461",2567
"95462",1124
"95463",136
"95464",2505
"95465",2244
"95466",976
"95467",5506
"95468",1280
"95469",1911
"95470",5561
"95471",573
"95472",30736
"95476",36586
"95482",31482
"95485",2650
"95486",51
"95488",179
"95490",12975
"95492",29271
"95493",377
"95494",171
"95497",1134
"95501",23324
"95503",25972
"95511",262
"95514",140
"95519",19763
"95521",21068
"95524",1668
"95525",1401
"95526",196
"95527",499
"95528",1437
"95531",23737
"95536",2899
"95537",251
"95540",14196
"95542",1871
"95543",705
"95545",118
"95546",3466
"95547",1063
"95548",1251
"95549",929
"95550",94
"95551",1416
"95552",750
"95553",767
"95554",508
"95555",437
"95556",598
"95558",416
"95559",70
"95560",1615
"95562",3401
"95563",665
"95564",389
"95565",762
"95567",1802
"95568",274
"95569",371
"95570",2338
"95571",304
"95573",1568
"95585",457
"95587",51
"95589",963
"95595",139
"95601",151
"95602",17557
"95603",29474
"95604",85
"95605",14493
"95606",249
"95607",389
"95608",62539
"95610",46305
"95612",1321
"95614",4359
"95615",704
"95616",52212
"95618",27519
"95619",5718
"95620",21954
"95621",41740
"95623",3665
"95624",65948
"95625",74
"95626",6065
"95627",3802
"95628",40855
"95629",940
"95630",78159
"95631",6851
"95632",31911
"95633",4188
"95634",3559
"95635",1058
"95636",1195
"95637",268
"95638",2126
"95639",335
"95640",11598
"95641",1489
"95642",7101
"95645",1881
"95646",80
"95648",52949
"95650",14808
"95651",624
"95652",789
"95653",581
"95655",4156
"95658",6837
"95659",932
"95660",35461
"95661",31315
"95662",32172
"95663",2493
"95664",1603
"95665",4303
"95666",5164
"95667",36487
"95668",664
"95669",2315
"95670",55558
"95672",5266
"95673",16636
"95674",767
"95675",566
"95677",25477
"95678",42053
"95679",56
"95680",10
"95681",1246
"95682",30314
"95683",6326
"95684",3129
"95685",4665
"95686",1262
"95687",69060
"95688",37260
"95689",1698
"95690",2215
"95691",38690
"95692",5251
"95693",7037
"95694",10495
"95695",41278
"95697",183
"95698",148
"95699",21
"95701",915
"95703",831
"95709",5498
"95713",10472
"95714",522
"95715",104
"95717",176
"95720",103
"95721",0
"95722",5123
"95724",22
"95726",8449
"95728",231
"95735",12
"95736",289
"95742",12472
"95746",23934
"95747",66931
"95757",50727
"95758",65811
"95762",43052
"95765",39214
"95776",23911
"95811",6294
"95814",11908
"95815",25673
"95816",17199
"95817",13758
"95818",21625
"95819",19890
"95820",36437
"95821",35812
"95822",44741
"95823",79440
"95824",30296
